id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
279222,Beautiful 105sqm. Flat besides Park,1456393,Johanna,Pankow,Blankenfelde/Niederschönhausen,52.5771050390231,13.400070344747487,Entire home/apt,49,18,1,2014-06-10,0.04,1,0
7373422,Ruhiger geräumiger Altbau in Pankow,38630547,Ines,Pankow,Blankenfelde/Niederschönhausen,52.58628359497993,13.408938468128092,Entire home/apt,33,5,0,,,1,0
7658157,"Large, quiet and sunny room&balcony",40195311,Rita,Pankow,Blankenfelde/Niederschönhausen,52.590793698128685,13.403492611636432,Private room,25,1,7,2016-02-14,0.64,1,354
9258549,gemütliches Zimmer mit Balkon,48098445,Johanna,Pankow,Blankenfelde/Niederschönhausen,52.57896886871924,13.399527477929261,Private room,30,1,0,,,1,0
13035058,Gästezimmer mit Blick auf die Sterne,21797784,Jennifer,Pankow,Blankenfelde/Niederschönhausen,52.5796727289495,13.399316502368807,Private room,38,1,3,2016-06-18,3,1,54
7568544,familienfreundliche Altbauwohnung,39056052,Claudia,Pankow,Blankenfelde/Niederschönhausen,52.57958124947871,13.402655654804162,Entire home/apt,75,3,6,2016-05-17,0.58,2,6
13249228,"large room in top floor of family house, Pankow",72905027,Annika,Pankow,Blankenfelde/Niederschönhausen,52.59277823544081,13.409397929224816,Private room,27,5,0,,,1,52
1153584,Ferienwohnung Berlin-Pankow,4813229,Ulrike,Pankow,Blankenfelde/Niederschönhausen,52.58921822417372,13.399260586072911,Entire home/apt,50,2,41,2016-06-21,1.21,1,0
7642523,Family-friendly 2 room apartment,40101010,Steven,Pankow,Blankenfelde/Niederschönhausen,52.590427710710365,13.406947466486173,Entire home/apt,45,2,14,2016-05-22,1.56,1,181
7642371,Gareos Himmel,40100342,Gareo,Pankow,Blankenfelde/Niederschönhausen,52.57743039390149,13.400585006823416,Private room,30,1,1,2016-05-19,0.63,1,347
115576,Bed and Garden,584750,Axel,Pankow,Blankenfelde/Niederschönhausen,52.58150268997834,13.3978581755756,Entire home/apt,69,2,2,2014-08-05,0.06,1,283
6393652,Künstler-Wohnung 70 € 04.-18.7.2015,33337642,Ulrike,Pankow,Blankenfelde/Niederschönhausen,52.588018686577705,13.401748867023262,Entire home/apt,70,5,0,,,1,0
2743361,Gemütliches Gartenhaus in Pankow,14035633,Claudia,Pankow,Blankenfelde/Niederschönhausen,52.582413184376406,13.394491975324074,Entire home/apt,60,1,17,2016-04-25,0.65,1,68
